Attack Type,date,Amount
Unknown,2021/11/14,68
Unknown,2021/12/14,61
Unknown,2021/1/15,69
Unknown,2021/2/15,61
Unknown,2021/3/15,49
Unknown,2021/4/15,82
Unknown,2021/5/15,64
Unknown,2021/6/15,73
Unknown,2021/7/15,82
Unknown,2021/8/15,88
Unknown,2021/9/15,91
Unknown,2021/10/15,67
Unknown,2021/11/15,97
Unknown,2021/12/15,68
Unknown,2021/1/16,45
Unknown,2021/2/16,66
Unknown,2021/3/16,81
Unknown,2021/4/16,78
Unknown,2021/5/16,108
Unknown,2021/6/16,84
Unknown,2021/7/16,87
Unknown,2021/8/16,74
Unknown,2021/9/16,66
Unknown,2021/10/16,102
Unknown,2021/11/16,65
Unknown,2021/12/16,66
Unknown,2021/1/17,65
Unknown,2021/2/17,54
Unknown,2021/3/17,63
Unknown,2021/4/17,42
Unknown,2021/5/17,93
Unknown,2021/6/17,80
Unknown,2021/7/17,100
Unknown,2021/8/17,80
Unknown,2021/9/17,68
Unknown,2021/10/17,52
Unknown,2021/11/17,66
Unknown,2021/12/17,62
