Attack Type,Year,Month,Amount,Date
Hostage Taking (Kidnapping),1999,1,9,01/01/99
Hostage Taking (Kidnapping),1999,2,12,02/01/99
Hostage Taking (Kidnapping),1999,3,15,03/01/99
Hostage Taking (Kidnapping),1999,4,5,04/01/99
Hostage Taking (Kidnapping),1999,5,9,05/01/99
Hostage Taking (Kidnapping),1999,6,14,06/01/99
Hostage Taking (Kidnapping),1999,7,10,07/01/99
Hostage Taking (Kidnapping),1999,8,13,08/01/99
Hostage Taking (Kidnapping),1999,9,8,09/01/99
Hostage Taking (Kidnapping),1999,10,8,10/01/99
Hostage Taking (Kidnapping),1999,11,8,11/01/99
Hostage Taking (Kidnapping),1999,12,3,12/01/99
Hostage Taking (Kidnapping),2000,1,12,01/01/00
Hostage Taking (Kidnapping),2000,2,6,02/01/00
Hostage Taking (Kidnapping),2000,3,7,03/01/00
Hostage Taking (Kidnapping),2000,4,14,04/01/00
Hostage Taking (Kidnapping),2000,5,10,05/01/00
Hostage Taking (Kidnapping),2000,6,11,06/01/00
Hostage Taking (Kidnapping),2000,7,15,07/01/00
Hostage Taking (Kidnapping),2000,8,10,08/01/00
Hostage Taking (Kidnapping),2000,9,11,09/01/00
Hostage Taking (Kidnapping),2000,10,10,10/01/00
Hostage Taking (Kidnapping),2000,11,13,11/01/00
Hostage Taking (Kidnapping),2000,12,6,12/01/00
Hostage Taking (Kidnapping),2001,1,11,01/01/01
Hostage Taking (Kidnapping),2001,2,10,02/01/01
Hostage Taking (Kidnapping),2001,3,10,03/01/01
Hostage Taking (Kidnapping),2001,4,4,04/01/01
Hostage Taking (Kidnapping),2001,5,7,05/01/01
Hostage Taking (Kidnapping),2001,6,7,06/01/01
Hostage Taking (Kidnapping),2001,7,10,07/01/01
Hostage Taking (Kidnapping),2001,8,47,08/01/01
Hostage Taking (Kidnapping),2001,9,7,09/01/01
Hostage Taking (Kidnapping),2001,10,7,10/01/01
Hostage Taking (Kidnapping),2001,11,17,11/01/01
Hostage Taking (Kidnapping),2001,12,8,12/01/01
Hostage Taking (Kidnapping),2002,1,6,01/01/02
Hostage Taking (Kidnapping),2002,2,5,02/01/02
Hostage Taking (Kidnapping),2002,3,5,03/01/02
Hostage Taking (Kidnapping),2002,4,12,04/01/02
Hostage Taking (Kidnapping),2002,5,15,05/01/02
Hostage Taking (Kidnapping),2002,6,9,06/01/02
Hostage Taking (Kidnapping),2002,7,2,07/01/02
Hostage Taking (Kidnapping),2002,8,11,08/01/02
Hostage Taking (Kidnapping),2002,9,8,09/01/02
Hostage Taking (Kidnapping),2002,10,3,10/01/02
Hostage Taking (Kidnapping),2002,11,3,11/01/02
Hostage Taking (Kidnapping),2003,1,8,01/01/03
Hostage Taking (Kidnapping),2003,2,4,02/01/03
Hostage Taking (Kidnapping),2003,3,6,03/01/03
Hostage Taking (Kidnapping),2003,4,6,04/01/03
Hostage Taking (Kidnapping),2003,5,3,05/01/03
Hostage Taking (Kidnapping),2003,6,3,06/01/03
Hostage Taking (Kidnapping),2003,7,4,07/01/03
Hostage Taking (Kidnapping),2003,9,2,09/01/03
Hostage Taking (Kidnapping),2003,10,2,10/01/03
Hostage Taking (Kidnapping),2003,11,6,11/01/03
Hostage Taking (Kidnapping),2003,12,2,12/01/03
Hostage Taking (Kidnapping),2004,1,2,01/01/04
Hostage Taking (Kidnapping),2004,3,2,03/01/04
Hostage Taking (Kidnapping),2004,4,16,04/01/04
Hostage Taking (Kidnapping),2004,5,3,05/01/04
Hostage Taking (Kidnapping),2004,6,4,06/01/04
Hostage Taking (Kidnapping),2004,7,12,07/01/04
Hostage Taking (Kidnapping),2004,8,8,08/01/04
Hostage Taking (Kidnapping),2004,9,8,09/01/04
Hostage Taking (Kidnapping),2004,10,11,10/01/04
Hostage Taking (Kidnapping),2004,11,5,11/01/04
Hostage Taking (Kidnapping),2004,12,6,12/01/04
Hostage Taking (Kidnapping),2005,1,10,01/01/05
Hostage Taking (Kidnapping),2005,2,3,02/01/05
Hostage Taking (Kidnapping),2005,3,10,03/01/05
Hostage Taking (Kidnapping),2005,4,11,04/01/05
Hostage Taking (Kidnapping),2005,5,16,05/01/05
Hostage Taking (Kidnapping),2005,6,6,06/01/05
Hostage Taking (Kidnapping),2005,7,16,07/01/05
Hostage Taking (Kidnapping),2005,8,20,08/01/05
Hostage Taking (Kidnapping),2005,9,4,09/01/05
Hostage Taking (Kidnapping),2005,10,11,10/01/05
Hostage Taking (Kidnapping),2005,11,3,11/01/05
Hostage Taking (Kidnapping),2005,12,10,12/01/05
Hostage Taking (Kidnapping),2006,1,18,01/01/06
Hostage Taking (Kidnapping),2006,2,31,02/01/06
Hostage Taking (Kidnapping),2006,3,6,03/01/06
Hostage Taking (Kidnapping),2006,4,31,04/01/06
Hostage Taking (Kidnapping),2006,5,19,05/01/06
Hostage Taking (Kidnapping),2006,6,7,06/01/06
Hostage Taking (Kidnapping),2006,7,21,07/01/06
Hostage Taking (Kidnapping),2006,8,13,08/01/06
Hostage Taking (Kidnapping),2006,9,9,09/01/06
Hostage Taking (Kidnapping),2006,10,13,10/01/06
Hostage Taking (Kidnapping),2006,11,15,11/01/06
Hostage Taking (Kidnapping),2006,12,19,12/01/06
Hostage Taking (Kidnapping),2007,1,15,01/01/07
Hostage Taking (Kidnapping),2007,2,13,02/01/07
Hostage Taking (Kidnapping),2007,3,18,03/01/07
Hostage Taking (Kidnapping),2007,4,18,04/01/07
Hostage Taking (Kidnapping),2007,5,16,05/01/07
Hostage Taking (Kidnapping),2007,6,45,06/01/07
Hostage Taking (Kidnapping),2007,7,18,07/01/07
Hostage Taking (Kidnapping),2007,8,15,08/01/07
Hostage Taking (Kidnapping),2007,9,11,09/01/07
Hostage Taking (Kidnapping),2007,10,22,10/01/07
Hostage Taking (Kidnapping),2007,11,24,11/01/07
Hostage Taking (Kidnapping),2007,12,8,12/01/07
Hostage Taking (Kidnapping),2008,1,31,01/01/08
Hostage Taking (Kidnapping),2008,2,9,02/01/08
Hostage Taking (Kidnapping),2008,3,10,03/01/08
Hostage Taking (Kidnapping),2008,4,44,04/01/08
Hostage Taking (Kidnapping),2008,5,44,05/01/08
Hostage Taking (Kidnapping),2008,6,43,06/01/08
Hostage Taking (Kidnapping),2008,7,51,07/01/08
Hostage Taking (Kidnapping),2008,8,37,08/01/08
Hostage Taking (Kidnapping),2008,9,11,09/01/08
Hostage Taking (Kidnapping),2008,10,25,10/01/08
Hostage Taking (Kidnapping),2008,11,46,11/01/08
Hostage Taking (Kidnapping),2008,12,37,12/01/08
Hostage Taking (Kidnapping),2009,1,33,01/01/09
Hostage Taking (Kidnapping),2009,2,24,02/01/09
Hostage Taking (Kidnapping),2009,3,18,03/01/09
Hostage Taking (Kidnapping),2009,4,18,04/01/09
Hostage Taking (Kidnapping),2009,5,24,05/01/09
Hostage Taking (Kidnapping),2009,6,23,06/01/09
Hostage Taking (Kidnapping),2009,7,25,07/01/09
Hostage Taking (Kidnapping),2009,8,25,08/01/09
Hostage Taking (Kidnapping),2009,9,25,09/01/09
Hostage Taking (Kidnapping),2009,10,31,10/01/09
Hostage Taking (Kidnapping),2009,11,18,11/01/09
Hostage Taking (Kidnapping),2009,12,15,12/01/09
Hostage Taking (Kidnapping),2010,1,26,01/01/10
Hostage Taking (Kidnapping),2010,2,25,02/01/10
Hostage Taking (Kidnapping),2010,3,29,03/01/10
Hostage Taking (Kidnapping),2010,4,31,04/01/10
Hostage Taking (Kidnapping),2010,5,35,05/01/10
Hostage Taking (Kidnapping),2010,6,29,06/01/10
Hostage Taking (Kidnapping),2010,7,31,07/01/10
Hostage Taking (Kidnapping),2010,8,33,08/01/10
Hostage Taking (Kidnapping),2010,9,48,09/01/10
Hostage Taking (Kidnapping),2010,10,32,10/01/10
Hostage Taking (Kidnapping),2010,11,33,11/01/10
Hostage Taking (Kidnapping),2010,12,39,12/01/10
Hostage Taking (Kidnapping),2011,1,28,01/01/11
Hostage Taking (Kidnapping),2011,2,19,02/01/11
Hostage Taking (Kidnapping),2011,3,26,03/01/11
Hostage Taking (Kidnapping),2011,4,29,04/01/11
Hostage Taking (Kidnapping),2011,5,25,05/01/11
Hostage Taking (Kidnapping),2011,6,40,06/01/11
Hostage Taking (Kidnapping),2011,7,43,07/01/11
Hostage Taking (Kidnapping),2011,8,35,08/01/11
Hostage Taking (Kidnapping),2011,9,32,09/01/11
Hostage Taking (Kidnapping),2011,10,33,10/01/11
Hostage Taking (Kidnapping),2011,11,37,11/01/11
Hostage Taking (Kidnapping),2011,12,16,12/01/11
Hostage Taking (Kidnapping),2011,2012,353,2011-2012-1
Hostage Taking (Kidnapping),2012,1,33,01/01/12
Hostage Taking (Kidnapping),2012,2,26,02/01/12
Hostage Taking (Kidnapping),2012,3,34,03/01/12
Hostage Taking (Kidnapping),2012,4,33,04/01/12
Hostage Taking (Kidnapping),2012,5,33,05/01/12
Hostage Taking (Kidnapping),2012,6,32,06/01/12
Hostage Taking (Kidnapping),2012,7,32,07/01/12
Hostage Taking (Kidnapping),2012,8,22,08/01/12
Hostage Taking (Kidnapping),2012,9,14,09/01/12
Hostage Taking (Kidnapping),2012,10,42,10/01/12
Hostage Taking (Kidnapping),2012,11,25,11/01/12
Hostage Taking (Kidnapping),2012,12,27,12/01/12
Hostage Taking (Kidnapping),2013,1,49,01/01/13
Hostage Taking (Kidnapping),2013,2,27,02/01/13
Hostage Taking (Kidnapping),2013,3,30,03/01/13
Hostage Taking (Kidnapping),2013,4,53,04/01/13
Hostage Taking (Kidnapping),2013,5,57,05/01/13
Hostage Taking (Kidnapping),2013,6,60,06/01/13
Hostage Taking (Kidnapping),2013,7,60,07/01/13
Hostage Taking (Kidnapping),2013,8,45,08/01/13
Hostage Taking (Kidnapping),2013,9,57,09/01/13
Hostage Taking (Kidnapping),2013,10,60,10/01/13
Hostage Taking (Kidnapping),2013,11,63,11/01/13
Hostage Taking (Kidnapping),2013,12,73,12/01/13
Hostage Taking (Kidnapping),2014,1,82,01/01/14
Hostage Taking (Kidnapping),2014,2,75,02/01/14
Hostage Taking (Kidnapping),2014,3,86,03/01/14
Hostage Taking (Kidnapping),2014,4,128,04/01/14
Hostage Taking (Kidnapping),2014,5,115,05/01/14
Hostage Taking (Kidnapping),2014,6,132,06/01/14
Hostage Taking (Kidnapping),2014,7,149,07/01/14
Hostage Taking (Kidnapping),2014,8,144,08/01/14
Hostage Taking (Kidnapping),2014,9,147,09/01/14
Hostage Taking (Kidnapping),2014,10,121,10/01/14
Hostage Taking (Kidnapping),2014,11,108,11/01/14
Hostage Taking (Kidnapping),2014,12,110,12/01/14
Hostage Taking (Kidnapping),2015,1,128,01/01/15
Hostage Taking (Kidnapping),2015,2,85,02/01/15
Hostage Taking (Kidnapping),2015,3,99,03/01/15
Hostage Taking (Kidnapping),2015,4,112,04/01/15
Hostage Taking (Kidnapping),2015,5,119,05/01/15
Hostage Taking (Kidnapping),2015,6,86,06/01/15
Hostage Taking (Kidnapping),2015,7,90,07/01/15
Hostage Taking (Kidnapping),2015,8,97,08/01/15
Hostage Taking (Kidnapping),2015,9,96,09/01/15
Hostage Taking (Kidnapping),2015,10,112,10/01/15
Hostage Taking (Kidnapping),2015,11,90,11/01/15
Hostage Taking (Kidnapping),2015,12,83,12/01/15
Hostage Taking (Kidnapping),2016,1,117,01/01/16
Hostage Taking (Kidnapping),2016,2,102,02/01/16
Hostage Taking (Kidnapping),2016,3,97,03/01/16
Hostage Taking (Kidnapping),2016,4,127,04/01/16
Hostage Taking (Kidnapping),2016,5,128,05/01/16
Hostage Taking (Kidnapping),2016,6,87,06/01/16
Hostage Taking (Kidnapping),2016,7,74,07/01/16
Hostage Taking (Kidnapping),2016,8,55,08/01/16
Hostage Taking (Kidnapping),2016,9,70,09/01/16
Hostage Taking (Kidnapping),2016,10,99,10/01/16
Hostage Taking (Kidnapping),2016,11,97,11/01/16
Hostage Taking (Kidnapping),2016,12,79,12/01/16
Hostage Taking (Kidnapping),2017,1,81,01/01/17
Hostage Taking (Kidnapping),2017,2,74,02/01/17
Hostage Taking (Kidnapping),2017,3,86,03/01/17
Hostage Taking (Kidnapping),2017,4,69,04/01/17
Hostage Taking (Kidnapping),2017,5,84,05/01/17
Hostage Taking (Kidnapping),2017,6,83,06/01/17
Hostage Taking (Kidnapping),2017,7,85,07/01/17
Hostage Taking (Kidnapping),2017,8,74,08/01/17
Hostage Taking (Kidnapping),2017,9,64,09/01/17
Hostage Taking (Kidnapping),2017,10,76,10/01/17
Hostage Taking (Kidnapping),2017,11,44,11/01/17
Hostage Taking (Kidnapping),2017,12,58,12/01/17
Unarmed Assault,1997,1,1,01/01/97
Unarmed Assault,1997,2,4,02/01/97
Unarmed Assault,1997,3,1,03/01/97
Unarmed Assault,1997,4,4,04/01/97
Unarmed Assault,1997,5,1,05/01/97
Unarmed Assault,1997,6,2,06/01/97
Unarmed Assault,1997,7,3,07/01/97
Unarmed Assault,1997,8,4,08/01/97
Unarmed Assault,1997,9,1,09/01/97
Unarmed Assault,1997,11,2,11/01/97
Unarmed Assault,1997,12,2,12/01/97
Unarmed Assault,1998,2,2,02/01/98
Unarmed Assault,1998,3,1,03/01/98
Unarmed Assault,1998,4,6,04/01/98
Unarmed Assault,1998,5,2,05/01/98
Unarmed Assault,1998,11,3,11/01/98
Unarmed Assault,1998,12,1,12/01/98
Unarmed Assault,1999,1,2,01/01/99
Unarmed Assault,1999,2,1,02/01/99
Unarmed Assault,1999,5,1,05/01/99
Unarmed Assault,1999,6,4,06/01/99
Unarmed Assault,1999,7,1,07/01/99
Unarmed Assault,1999,8,5,08/01/99
Unarmed Assault,1999,10,15,10/01/99
Unarmed Assault,1999,11,1,11/01/99
Unarmed Assault,1999,12,6,12/01/99
Unarmed Assault,2000,1,1,01/01/00
Unarmed Assault,2000,2,3,02/01/00
Unarmed Assault,2000,3,2,03/01/00
Unarmed Assault,2000,4,1,04/01/00
Unarmed Assault,2000,5,3,05/01/00
Unarmed Assault,2000,6,12,06/01/00
Unarmed Assault,2000,7,2,07/01/00
Unarmed Assault,2000,9,1,09/01/00
Unarmed Assault,2000,11,1,11/01/00
Unarmed Assault,2001,2,5,02/01/01
Unarmed Assault,2001,3,2,03/01/01
Unarmed Assault,2001,8,12,08/01/01
Unarmed Assault,2001,9,2,09/01/01
Unarmed Assault,2001,10,16,10/01/01
Unarmed Assault,2001,11,3,11/01/01
Unarmed Assault,2001,12,1,12/01/01
Unarmed Assault,2002,2,2,02/01/02
Unarmed Assault,2002,3,1,03/01/02
Unarmed Assault,2002,4,2,04/01/02
Unarmed Assault,2002,5,2,05/01/02
Unarmed Assault,2002,7,1,07/01/02
Unarmed Assault,2002,8,1,08/01/02
Unarmed Assault,2002,12,1,12/01/02
Unarmed Assault,2003,1,1,01/01/03
Unarmed Assault,2003,2,1,02/01/03
Unarmed Assault,2003,3,2,03/01/03
Unarmed Assault,2003,6,9,06/01/03
Unarmed Assault,2003,10,1,10/01/03
Unarmed Assault,2003,11,5,11/01/03
Unarmed Assault,2003,12,1,12/01/03
Unarmed Assault,2004,2,1,02/01/04
Unarmed Assault,2004,3,1,03/01/04
Unarmed Assault,2004,5,1,05/01/04
Unarmed Assault,2004,9,1,09/01/04
Unarmed Assault,2005,3,2,03/01/05
Unarmed Assault,2005,5,2,05/01/05
Unarmed Assault,2005,6,1,06/01/05
Unarmed Assault,2005,9,1,09/01/05
Unarmed Assault,2006,1,3,01/01/06
Unarmed Assault,2006,3,1,03/01/06
Unarmed Assault,2006,4,9,04/01/06
Unarmed Assault,2006,6,1,06/01/06
Unarmed Assault,2006,11,1,11/01/06
Unarmed Assault,2007,3,2,03/01/07
Unarmed Assault,2007,6,1,06/01/07
Unarmed Assault,2007,8,1,08/01/07
Unarmed Assault,2007,11,1,11/01/07
Unarmed Assault,2007,12,1,12/01/07
Unarmed Assault,2008,3,1,03/01/08
Unarmed Assault,2008,4,1,04/01/08
Unarmed Assault,2008,5,6,05/01/08
Unarmed Assault,2008,6,7,06/01/08
Unarmed Assault,2008,7,3,07/01/08
Unarmed Assault,2008,8,4,08/01/08
Unarmed Assault,2008,10,3,10/01/08
Unarmed Assault,2008,11,3,11/01/08
Unarmed Assault,2008,12,3,12/01/08
Unarmed Assault,2009,1,1,01/01/09
Unarmed Assault,2009,2,1,02/01/09
Unarmed Assault,2009,3,3,03/01/09
Unarmed Assault,2009,4,1,04/01/09
Unarmed Assault,2009,5,4,05/01/09
Unarmed Assault,2009,6,1,06/01/09
Unarmed Assault,2009,7,2,07/01/09
Unarmed Assault,2009,8,3,08/01/09
Unarmed Assault,2009,9,2,09/01/09
Unarmed Assault,2009,11,1,11/01/09
Unarmed Assault,2010,4,3,04/01/10
Unarmed Assault,2010,5,3,05/01/10
Unarmed Assault,2010,6,2,06/01/10
Unarmed Assault,2010,7,1,07/01/10
Unarmed Assault,2010,8,3,08/01/10
Unarmed Assault,2010,9,2,09/01/10
Unarmed Assault,2010,10,1,10/01/10
Unarmed Assault,2010,11,5,11/01/10
Unarmed Assault,2010,12,1,12/01/10
Unarmed Assault,2011,1,3,01/01/11
Unarmed Assault,2011,2,2,02/01/11
Unarmed Assault,2011,3,2,03/01/11
Unarmed Assault,2011,4,2,04/01/11
Unarmed Assault,2011,5,1,05/01/11
Unarmed Assault,2011,6,1,06/01/11
Unarmed Assault,2011,7,1,07/01/11
Unarmed Assault,2011,9,2,09/01/11
Unarmed Assault,2011,10,2,10/01/11
Unarmed Assault,2011,11,1,11/01/11
Unarmed Assault,2011,12,3,12/01/11
Unarmed Assault,2012,1,1,01/01/12
Unarmed Assault,2012,2,2,02/01/12
Unarmed Assault,2012,3,2,03/01/12
Unarmed Assault,2012,4,2,04/01/12
Unarmed Assault,2012,5,7,05/01/12
Unarmed Assault,2012,6,5,06/01/12
Unarmed Assault,2012,7,2,07/01/12
Unarmed Assault,2012,8,1,08/01/12
Unarmed Assault,2012,9,1,09/01/12
Unarmed Assault,2012,10,4,10/01/12
Unarmed Assault,2012,11,3,11/01/12
Unarmed Assault,2013,1,2,01/01/13
Unarmed Assault,2013,3,5,03/01/13
Unarmed Assault,2013,4,3,04/01/13
Unarmed Assault,2013,5,12,05/01/13
Unarmed Assault,2013,6,2,06/01/13
Unarmed Assault,2013,7,2,07/01/13
Unarmed Assault,2013,8,3,08/01/13
Unarmed Assault,2013,9,2,09/01/13
Unarmed Assault,2013,10,5,10/01/13
Unarmed Assault,2013,11,1,11/01/13
Unarmed Assault,2013,12,2,12/01/13
Unarmed Assault,2014,1,2,01/01/14
Unarmed Assault,2014,2,1,02/01/14
Unarmed Assault,2014,3,6,03/01/14
Unarmed Assault,2014,4,8,04/01/14
Unarmed Assault,2014,5,4,05/01/14
Unarmed Assault,2014,6,1,06/01/14
Unarmed Assault,2014,7,3,07/01/14
Unarmed Assault,2014,8,9,08/01/14
Unarmed Assault,2014,9,4,09/01/14
Unarmed Assault,2014,10,6,10/01/14
Unarmed Assault,2014,11,6,11/01/14
Unarmed Assault,2014,12,4,12/01/14
Unarmed Assault,2015,1,1,01/01/15
Unarmed Assault,2015,2,2,02/01/15
Unarmed Assault,2015,3,2,03/01/15
Unarmed Assault,2015,4,8,04/01/15
Unarmed Assault,2015,5,14,05/01/15
Unarmed Assault,2015,6,5,06/01/15
Unarmed Assault,2015,7,2,07/01/15
Unarmed Assault,2015,8,3,08/01/15
Unarmed Assault,2015,9,11,09/01/15
Unarmed Assault,2015,10,10,10/01/15
Unarmed Assault,2015,11,15,11/01/15
Unarmed Assault,2015,12,22,12/01/15
Unarmed Assault,2016,1,7,01/01/16
Unarmed Assault,2016,2,5,02/01/16
Unarmed Assault,2016,3,8,03/01/16
Unarmed Assault,2016,4,3,04/01/16
Unarmed Assault,2016,5,8,05/01/16
Unarmed Assault,2016,6,4,06/01/16
Unarmed Assault,2016,7,5,07/01/16
Unarmed Assault,2016,8,9,08/01/16
Unarmed Assault,2016,9,8,09/01/16
Unarmed Assault,2016,10,8,10/01/16
Unarmed Assault,2016,11,3,11/01/16
Unarmed Assault,2016,12,3,12/01/16
Unarmed Assault,2017,1,9,01/01/17
Unarmed Assault,2017,2,2,02/01/17
Unarmed Assault,2017,3,5,03/01/17
Unarmed Assault,2017,4,13,04/01/17
Unarmed Assault,2017,5,6,05/01/17
Unarmed Assault,2017,6,12,06/01/17
Unarmed Assault,2017,7,12,07/01/17
Unarmed Assault,2017,8,12,08/01/17
Unarmed Assault,2017,9,13,09/01/17
Unarmed Assault,2017,10,5,10/01/17
Unarmed Assault,2017,11,7,11/01/17
Unarmed Assault,2017,12,5,12/01/17
Unknown,1997,1,24,01/01/97
Unknown,1997,2,15,02/01/97
Unknown,1997,3,44,03/01/97
Unknown,1997,4,24,04/01/97
Unknown,1997,5,14,05/01/97
Unknown,1997,6,25,06/01/97
Unknown,1997,7,32,07/01/97
Unknown,1997,8,39,08/01/97
Unknown,1997,9,39,09/01/97
Unknown,1997,10,26,10/01/97
Unknown,1997,11,29,11/01/97
Unknown,1997,12,37,12/01/97
Unknown,1998,1,3,01/01/98
Unknown,1998,2,2,02/01/98
Unknown,1998,4,1,04/01/98
Unknown,1998,6,1,06/01/98
Unknown,1998,7,3,07/01/98
Unknown,1998,8,1,08/01/98
Unknown,1998,9,4,09/01/98
Unknown,1998,10,2,10/01/98
Unknown,1998,11,5,11/01/98
Unknown,1998,12,1,12/01/98
Unknown,1999,3,1,03/01/99
Unknown,1999,4,3,04/01/99
Unknown,1999,5,1,05/01/99
Unknown,1999,6,16,06/01/99
Unknown,1999,7,4,07/01/99
Unknown,1999,9,4,09/01/99
Unknown,1999,10,6,10/01/99
Unknown,1999,11,4,11/01/99
Unknown,2000,1,3,01/01/00
Unknown,2000,2,2,02/01/00
Unknown,2000,4,1,04/01/00
Unknown,2000,5,4,05/01/00
Unknown,2000,6,4,06/01/00
Unknown,2000,7,6,07/01/00
Unknown,2000,8,2,08/01/00
Unknown,2000,9,6,09/01/00
Unknown,2000,10,3,10/01/00
Unknown,2000,11,3,11/01/00
Unknown,2000,12,9,12/01/00
Unknown,2001,1,7,01/01/01
Unknown,2001,2,4,02/01/01
Unknown,2001,3,6,03/01/01
Unknown,2001,4,5,04/01/01
Unknown,2001,5,2,05/01/01
Unknown,2001,6,3,06/01/01
Unknown,2001,7,2,07/01/01
Unknown,2001,8,7,08/01/01
Unknown,2001,9,3,09/01/01
Unknown,2001,10,2,10/01/01
Unknown,2001,11,3,11/01/01
Unknown,2001,12,1,12/01/01
Unknown,2002,2,2,02/01/02
Unknown,2002,4,3,04/01/02
Unknown,2002,5,5,05/01/02
Unknown,2002,6,1,06/01/02
Unknown,2002,7,2,07/01/02
Unknown,2002,8,1,08/01/02
Unknown,2002,9,3,09/01/02
Unknown,2002,10,2,10/01/02
Unknown,2002,11,2,11/01/02
Unknown,2002,12,4,12/01/02
Unknown,2003,1,3,01/01/03
Unknown,2003,2,2,02/01/03
Unknown,2003,4,3,04/01/03
Unknown,2003,5,9,05/01/03
Unknown,2003,6,1,06/01/03
Unknown,2003,7,3,07/01/03
Unknown,2003,11,6,11/01/03
Unknown,2004,1,2,01/01/04
Unknown,2004,2,1,02/01/04
Unknown,2004,5,5,05/01/04
Unknown,2004,6,11,06/01/04
Unknown,2004,7,3,07/01/04
Unknown,2004,8,3,08/01/04
Unknown,2004,9,1,09/01/04
Unknown,2005,1,5,01/01/05
Unknown,2005,2,6,02/01/05
Unknown,2005,3,1,03/01/05
Unknown,2005,4,2,04/01/05
Unknown,2005,5,4,05/01/05
Unknown,2005,6,5,06/01/05
Unknown,2005,7,2,07/01/05
Unknown,2005,8,1,08/01/05
Unknown,2005,9,4,09/01/05
Unknown,2005,10,2,10/01/05
Unknown,2005,12,6,12/01/05
Unknown,2006,1,5,01/01/06
Unknown,2006,2,3,02/01/06
Unknown,2006,3,1,03/01/06
Unknown,2006,4,6,04/01/06
Unknown,2006,5,4,05/01/06
Unknown,2006,6,6,06/01/06
Unknown,2006,7,2,07/01/06
Unknown,2006,8,5,08/01/06
Unknown,2006,9,3,09/01/06
Unknown,2006,10,2,10/01/06
Unknown,2006,11,1,11/01/06
Unknown,2006,12,1,12/01/06
Unknown,2007,1,1,01/01/07
Unknown,2007,2,2,02/01/07
Unknown,2007,3,5,03/01/07
Unknown,2007,4,2,04/01/07
Unknown,2007,5,1,05/01/07
Unknown,2007,6,1,06/01/07
Unknown,2007,7,2,07/01/07
Unknown,2007,9,2,09/01/07
Unknown,2007,10,1,10/01/07
Unknown,2007,11,12,11/01/07
Unknown,2007,12,1,12/01/07
Unknown,2008,1,9,01/01/08
Unknown,2008,2,1,02/01/08
Unknown,2008,3,9,03/01/08
Unknown,2008,4,13,04/01/08
Unknown,2008,5,15,05/01/08
Unknown,2008,6,15,06/01/08
Unknown,2008,7,5,07/01/08
Unknown,2008,8,9,08/01/08
Unknown,2008,9,1,09/01/08
Unknown,2008,10,6,10/01/08
Unknown,2008,11,6,11/01/08
Unknown,2008,12,17,12/01/08
Unknown,2009,1,14,01/01/09
Unknown,2009,2,7,02/01/09
Unknown,2009,3,13,03/01/09
Unknown,2009,4,15,04/01/09
Unknown,2009,5,14,05/01/09
Unknown,2009,6,11,06/01/09
Unknown,2009,7,26,07/01/09
Unknown,2009,8,11,08/01/09
Unknown,2009,9,9,09/01/09
Unknown,2009,10,10,10/01/09
Unknown,2009,11,3,11/01/09
Unknown,2009,12,4,12/01/09
Unknown,2010,2,10,02/01/10
Unknown,2010,3,10,03/01/10
Unknown,2010,4,4,04/01/10
Unknown,2010,5,16,05/01/10
Unknown,2010,6,8,06/01/10
Unknown,2010,7,7,07/01/10
Unknown,2010,8,8,08/01/10
Unknown,2010,9,16,09/01/10
Unknown,2010,10,13,10/01/10
Unknown,2010,11,12,11/01/10
Unknown,2010,12,12,12/01/10
Unknown,2011,1,8,01/01/11
Unknown,2011,2,4,02/01/11
Unknown,2011,3,4,03/01/11
Unknown,2011,4,9,04/01/11
Unknown,2011,5,12,05/01/11
Unknown,2011,6,9,06/01/11
Unknown,2011,7,9,07/01/11
Unknown,2011,8,9,08/01/11
Unknown,2011,9,11,09/01/11
Unknown,2011,10,14,10/01/11
Unknown,2011,11,20,11/01/11
Unknown,2011,12,4,12/01/11
Unknown,2012,1,15,01/01/12
Unknown,2012,2,14,02/01/12
Unknown,2012,3,17,03/01/12
Unknown,2012,4,22,04/01/12
Unknown,2012,5,24,05/01/12
Unknown,2012,6,12,06/01/12
Unknown,2012,7,17,07/01/12
Unknown,2012,8,16,08/01/12
Unknown,2012,9,12,09/01/12
Unknown,2012,10,14,10/01/12
Unknown,2012,11,10,11/01/12
Unknown,2012,12,9,12/01/12
Unknown,2013,1,12,01/01/13
Unknown,2013,2,8,02/01/13
Unknown,2013,3,19,03/01/13
Unknown,2013,4,19,04/01/13
Unknown,2013,5,18,05/01/13
Unknown,2013,6,14,06/01/13
Unknown,2013,7,29,07/01/13
Unknown,2013,8,21,08/01/13
Unknown,2013,9,17,09/01/13
Unknown,2013,10,39,10/01/13
Unknown,2013,11,27,11/01/13
Unknown,2013,12,33,12/01/13
Unknown,2014,1,30,01/01/14
Unknown,2014,2,46,02/01/14
Unknown,2014,3,52,03/01/14
Unknown,2014,4,56,04/01/14
Unknown,2014,5,65,05/01/14
Unknown,2014,6,58,06/01/14
Unknown,2014,7,93,07/01/14
Unknown,2014,8,66,08/01/14
Unknown,2014,9,86,09/01/14
Unknown,2014,10,103,10/01/14
Unknown,2014,11,68,11/01/14
Unknown,2014,12,61,12/01/14
Unknown,2015,1,69,01/01/15
Unknown,2015,2,61,02/01/15
Unknown,2015,3,49,03/01/15
Unknown,2015,4,82,04/01/15
Unknown,2015,5,64,05/01/15
Unknown,2015,6,73,06/01/15
Unknown,2015,7,82,07/01/15
